"Statistic Label","Census Year","County and City","Detailed Marital Status","Sex","UNIT","VALUE"
"Population","2022","Wicklow","All marital status","Male","Number","76564"
"Population","2022","Wicklow","All marital status","Female","Number","79287"
"Population","2022","Wicklow","Single","Both sexes","Number","80559"
"Population","2022","Wicklow","Single","Male","Number","41208"
"Population","2022","Wicklow","Single","Female","Number","39351"
"Population","2022","Wicklow","Married (first marriage)","Both sexes","Number","57631"
"Population","2022","Wicklow","Married (first marriage)","Male","Number","28501"
"Population","2022","Wicklow","Married (first marriage)","Female","Number","29130"
"Population","2022","Wicklow","Re-married","Both sexes","Number","2882"
"Population","2022","Wicklow","Re-married","Male","Number","1631"
"Population","2022","Wicklow","Re-married","Female","Number","1251"
"Population","2022","Wicklow","Registered Same-Sex Civil Partnership","Both sexes","Number","110"
"Population","2022","Wicklow","Registered Same-Sex Civil Partnership","Male","Number","59"
"Population","2022","Wicklow","Registered Same-Sex Civil Partnership","Female","Number","51"
"Population","2022","Wicklow","Separated","Both sexes","Number","3870"
"Population","2022","Wicklow","Separated","Male","Number","1689"
"Population","2022","Wicklow","Separated","Female","Number","2181"
"Population","2022","Wicklow","Divorced","Both sexes","Number","4645"
"Population","2022","Wicklow","Divorced","Male","Number","1857"
"Population","2022","Wicklow","Divorced","Female","Number","2788"
"Population","2022","Wicklow","Widowed","Both sexes","Number","6154"
"Population","2022","Wicklow","Widowed","Male","Number","1619"
"Population","2022","Wicklow","Widowed","Female","Number","4535"
"Population","2022","Clare","All marital status","Both sexes","Number","127938"
"Population","2022","Clare","All marital status","Male","Number","62917"
"Population","2022","Clare","All marital status","Female","Number","65021"
"Population","2022","Clare","Single","Both sexes","Number","65738"
"Population","2022","Clare","Single","Male","Number","33789"
"Population","2022","Clare","Single","Female","Number","31949"
"Population","2022","Clare","Married (first marriage)","Both sexes","Number","47699"
"Population","2022","Clare","Married (first marriage)","Male","Number","23605"
"Population","2022","Clare","Married (first marriage)","Female","Number","24094"
"Population","2022","Clare","Re-married","Both sexes","Number","2051"
"Population","2022","Clare","Re-married","Male","Number","1142"
"Population","2022","Clare","Re-married","Female","Number","909"
"Population","2022","Clare","Registered Same-Sex Civil Partnership","Both sexes","Number","66"
"Population","2022","Clare","Registered Same-Sex Civil Partnership","Male","Number","31"
"Population","2022","Clare","Registered Same-Sex Civil Partnership","Female","Number","35"
"Population","2022","Clare","Separated","Both sexes","Number","3047"
"Population","2022","Clare","Separated","Male","Number","1360"
"Population","2022","Clare","Separated","Female","Number","1687"
"Population","2022","Clare","Divorced","Both sexes","Number","3573"
"Population","2022","Clare","Divorced","Male","Number","1500"
"Population","2022","Clare","Divorced","Female","Number","2073"
"Population","2022","Clare","Widowed","Both sexes","Number","5764"
"Population","2022","Clare","Widowed","Male","Number","1490"
"Population","2022","Clare","Widowed","Female","Number","4274"
"Population","2022","Cork City and Cork County","All marital status","Both sexes","Number","584156"
"Population","2022","Cork City and Cork County","All marital status","Male","Number","288845"
"Population","2022","Cork City and Cork County","All marital status","Female","Number","295311"
"Population","2022","Cork City and Cork County","Single","Both sexes","Number","312894"
"Population","2022","Cork City and Cork County","Single","Male","Number","161049"
"Population","2022","Cork City and Cork County","Single","Female","Number","151845"
"Population","2022","Cork City and Cork County","Married (first marriage)","Both sexes","Number","211171"
"Population","2022","Cork City and Cork County","Married (first marriage)","Male","Number","105053"
"Population","2022","Cork City and Cork County","Married (first marriage)","Female","Number","106118"
"Population","2022","Cork City and Cork County","Re-married","Both sexes","Number","8316"
"Population","2022","Cork City and Cork County","Re-married","Male","Number","4581"
"Population","2022","Cork City and Cork County","Re-married","Female","Number","3735"
"Population","2022","Cork City and Cork County","Registered Same-Sex Civil Partnership","Both sexes","Number","307"
"Population","2022","Cork City and Cork County","Registered Same-Sex Civil Partnership","Male","Number","163"
"Population","2022","Cork City and Cork County","Registered Same-Sex Civil Partnership","Female","Number","144"
"Population","2022","Cork City and Cork County","Separated","Both sexes","Number","11699"
"Population","2022","Cork City and Cork County","Separated","Male","Number","5158"
"Population","2022","Cork City and Cork County","Separated","Female","Number","6541"
"Population","2022","Cork City and Cork County","Divorced","Both sexes","Number","15591"
"Population","2022","Cork City and Cork County","Divorced","Male","Number","6508"
"Population","2022","Cork City and Cork County","Divorced","Female","Number","9083"
"Population","2022","Cork City and Cork County","Widowed","Both sexes","Number","24178"
"Population","2022","Cork City and Cork County","Widowed","Male","Number","6333"
"Population","2022","Cork City and Cork County","Widowed","Female","Number","17845"
"Population","2022","Kerry","All marital status","Both sexes","Number","156458"
"Population","2022","Kerry","All marital status","Male","Number","77387"
"Population","2022","Kerry","All marital status","Female","Number","79071"
"Population","2022","Kerry","Single","Both sexes","Number","79628"
"Population","2022","Kerry","Single","Male","Number","41449"
"Population","2022","Kerry","Single","Female","Number","38179"
"Population","2022","Kerry","Married (first marriage)","Both sexes","Number","58539"
"Population","2022","Kerry","Married (first marriage)","Male","Number","29078"
"Population","2022","Kerry","Married (first marriage)","Female","Number","29461"
"Population","2022","Kerry","Re-married","Both sexes","Number","2465"
"Population","2022","Kerry","Re-married","Male","Number","1326"
"Population","2022","Kerry","Re-married","Female","Number","1139"
"Population","2022","Kerry","Registered Same-Sex Civil Partnership","Both sexes","Number","83"
"Population","2022","Kerry","Registered Same-Sex Civil Partnership","Male","Number","42"
"Population","2022","Kerry","Registered Same-Sex Civil Partnership","Female","Number","41"
"Population","2022","Kerry","Separated","Both sexes","Number","3688"
"Population","2022","Kerry","Separated","Male","Number","1640"
"Population","2022","Kerry","Separated","Female","Number","2048"
"Population","2022","Kerry","Divorced","Both sexes","Number","4453"
"Population","2022","Kerry","Divorced","Male","Number","1862"
"Population","2022","Kerry","Divorced","Female","Number","2591"
"Population","2022","Kerry","Widowed","Both sexes","Number","7602"
"Population","2022","Kerry","Widowed","Male","Number","1990"
"Population","2022","Kerry","Widowed","Female","Number","5612"
"Population","2022","Limerick City and County","All marital status","Both sexes","Number","209536"
"Population","2022","Limerick City and County","All marital status","Male","Number","104452"
"Population","2022","Limerick City and County","All marital status","Female","Number","105084"
"Population","2022","Limerick City and County","Single","Both sexes","Number","113655"
"Population","2022","Limerick City and County","Single","Male","Number","59265"
"Population","2022","Limerick City and County","Single","Female","Number","54390"
"Population","2022","Limerick City and County","Married (first marriage)","Both sexes","Number","74267"
"Population","2022","Limerick City and County","Married (first marriage)","Male","Number","37065"
"Population","2022","Limerick City and County","Married (first marriage)","Female","Number","37202"
"Population","2022","Limerick City and County","Re-married","Both sexes","Number","2543"
"Population","2022","Limerick City and County","Re-married","Male","Number","1380"
"Population","2022","Limerick City and County","Re-married","Female","Number","1163"
"Population","2022","Limerick City and County","Registered Same-Sex Civil Partnership","Both sexes","Number","97"
"Population","2022","Limerick City and County","Registered Same-Sex Civil Partnership","Male","Number","53"
"Population","2022","Limerick City and County","Registered Same-Sex Civil Partnership","Female","Number","44"
"Population","2022","Limerick City and County","Separated","Both sexes","Number","4884"
"Population","2022","Limerick City and County","Separated","Male","Number","2140"
"Population","2022","Limerick City and County","Separated","Female","Number","2744"
"Population","2022","Limerick City and County","Divorced","Both sexes","Number","4828"
"Population","2022","Limerick City and County","Divorced","Male","Number","2060"
"Population","2022","Limerick City and County","Divorced","Female","Number","2768"
"Population","2022","Limerick City and County","Widowed","Both sexes","Number","9262"
"Population","2022","Limerick City and County","Widowed","Male","Number","2489"
"Population","2022","Limerick City and County","Widowed","Female","Number","6773"
"Population","2022","Tipperary","All marital status","Both sexes","Number","167895"
"Population","2022","Tipperary","All marital status","Male","Number","83639"
"Population","2022","Tipperary","All marital status","Female","Number","84256"
"Population","2022","Tipperary","Single","Both sexes","Number","87084"
"Population","2022","Tipperary","Single","Male","Number","45752"
"Population","2022","Tipperary","Single","Female","Number","41332"
"Population","2022","Tipperary","Married (first marriage)","Both sexes","Number","61423"
"Population","2022","Tipperary","Married (first marriage)","Male","Number","30592"
"Population","2022","Tipperary","Married (first marriage)","Female","Number","30831"
"Population","2022","Tipperary","Re-married","Both sexes","Number","2418"
"Population","2022","Tipperary","Re-married","Male","Number","1321"
"Population","2022","Tipperary","Re-married","Female","Number","1097"
"Population","2022","Tipperary","Registered Same-Sex Civil Partnership","Both sexes","Number","62"
"Population","2022","Tipperary","Registered Same-Sex Civil Partnership","Male","Number","30"
"Population","2022","Tipperary","Registered Same-Sex Civil Partnership","Female","Number","32"
"Population","2022","Tipperary","Separated","Both sexes","Number","4250"
"Population","2022","Tipperary","Separated","Male","Number","1920"
"Population","2022","Tipperary","Separated","Female","Number","2330"
"Population","2022","Tipperary","Divorced","Both sexes","Number","4514"
"Population","2022","Tipperary","Divorced","Male","Number","1950"
"Population","2022","Tipperary","Divorced","Female","Number","2564"
"Population","2022","Tipperary","Widowed","Both sexes","Number","8144"
"Population","2022","Tipperary","Widowed","Male","Number","2074"
"Population","2022","Tipperary","Widowed","Female","Number","6070"
"Population","2022","Waterford City and County","All marital status","Both sexes","Number","127363"
"Population","2022","Waterford City and County","All marital status","Male","Number","63095"
"Population","2022","Waterford City and County","All marital status","Female","Number","64268"
"Population","2022","Waterford City and County","Single","Both sexes","Number","67721"
"Population","2022","Waterford City and County","Single","Male","Number","35130"
"Population","2022","Waterford City and County","Single","Female","Number","32591"
"Population","2022","Waterford City and County","Married (first marriage)","Both sexes","Number","44807"
"Population","2022","Waterford City and County","Married (first marriage)","Male","Number","22246"
"Population","2022","Waterford City and County","Married (first marriage)","Female","Number","22561"
"Population","2022","Waterford City and County","Re-married","Both sexes","Number","2074"
"Population","2022","Waterford City and County","Re-married","Male","Number","1165"
"Population","2022","Waterford City and County","Re-married","Female","Number","909"
"Population","2022","Waterford City and County","Registered Same-Sex Civil Partnership","Both sexes","Number","80"
"Population","2022","Waterford City and County","Registered Same-Sex Civil Partnership","Male","Number","45"
"Population","2022","Waterford City and County","Registered Same-Sex Civil Partnership","Female","Number","35"
"Population","2022","Waterford City and County","Separated","Both sexes","Number","3264"
"Population","2022","Waterford City and County","Separated","Male","Number","1444"
"Population","2022","Waterford City and County","Separated","Female","Number","1820"
"Population","2022","Waterford City and County","Divorced","Both sexes","Number","3660"
"Population","2022","Waterford City and County","Divorced","Male","Number","1492"
"Population","2022","Waterford City and County","Divorced","Female","Number","2168"
"Population","2022","Waterford City and County","Widowed","Both sexes","Number","5757"
"Population","2022","Waterford City and County","Widowed","Male","Number","1573"
"Population","2022","Waterford City and County","Widowed","Female","Number","4184"
"Population","2022","Galway City","All marital status","Both sexes","Number","84414"
"Population","2022","Galway City","All marital status","Male","Number","40414"
"Population","2022","Galway City","All marital status","Female","Number","44000"
"Population","2022","Galway City","Single","Both sexes","Number","52180"
"Population","2022","Galway City","Single","Male","Number","25426"
"Population","2022","Galway City","Single","Female","Number","26754"
"Population","2022","Galway City","Married (first marriage)","Both sexes","Number","24428"
"Population","2022","Galway City","Married (first marriage)","Male","Number","12132"
"Population","2022","Galway City","Married (first marriage)","Female","Number","12296"
"Population","2022","Galway City","Re-married","Both sexes","Number","949"
"Population","2022","Galway City","Re-married","Male","Number","526"
"Population","2022","Galway City","Re-married","Female","Number","423"
"Population","2022","Galway City","Registered Same-Sex Civil Partnership","Both sexes","Number","74"
"Population","2022","Galway City","Registered Same-Sex Civil Partnership","Male","Number","47"
"Population","2022","Galway City","Registered Same-Sex Civil Partnership","Female","Number","27"
"Population","2022","Galway City","Separated","Both sexes","Number","1741"
"Population","2022","Galway City","Separated","Male","Number","704"
"Population","2022","Galway City","Separated","Female","Number","1037"
"Population","2022","Galway City","Divorced","Both sexes","Number","2263"
"Population","2022","Galway City","Divorced","Male","Number","877"
"Population","2022","Galway City","Divorced","Female","Number","1386"
"Population","2022","Galway City","Widowed","Both sexes","Number","2779"
"Population","2022","Galway City","Widowed","Male","Number","702"
"Population","2022","Galway City","Widowed","Female","Number","2077"
"Population","2022","Galway County","All marital status","Both sexes","Number","193323"
"Population","2022","Galway County","All marital status","Male","Number","96520"
"Population","2022","Galway County","All marital status","Female","Number","96803"
"Population","2022","Galway County","Single","Both sexes","Number","98399"
"Population","2022","Galway County","Single","Male","Number","51800"
"Population","2022","Galway County","Single","Female","Number","46599"
"Population","2022","Galway County","Married (first marriage)","Both sexes","Number","75720"
"Population","2022","Galway County","Married (first marriage)","Male","Number","37596"
"Population","2022","Galway County","Married (first marriage)","Female","Number","38124"
"Population","2022","Galway County","Re-married","Both sexes","Number","2493"
"Population","2022","Galway County","Re-married","Male","Number","1409"
"Population","2022","Galway County","Re-married","Female","Number","1084"
"Population","2022","Galway County","Registered Same-Sex Civil Partnership","Both sexes","Number","86"
"Population","2022","Galway County","Registered Same-Sex Civil Partnership","Male","Number","38"
"Population","2022","Galway County","Registered Same-Sex Civil Partnership","Female","Number","48"
"Population","2022","Galway County","Separated","Both sexes","Number","4063"
"Population","2022","Galway County","Separated","Male","Number","1884"
"Population","2022","Galway County","Separated","Female","Number","2179"
"Population","2022","Galway County","Divorced","Both sexes","Number","4364"
"Population","2022","Galway County","Divorced","Male","Number","1834"
"Population","2022","Galway County","Divorced","Female","Number","2530"
"Population","2022","Galway County","Widowed","Both sexes","Number","8198"
"Population","2022","Galway County","Widowed","Male","Number","1959"
"Population","2022","Galway County","Widowed","Female","Number","6239"
"Population","2022","Leitrim","All marital status","Both sexes","Number","35199"
"Population","2022","Leitrim","All marital status","Male","Number","17553"
"Population","2022","Leitrim","All marital status","Female","Number","17646"
"Population","2022","Leitrim","Single","Both sexes","Number","17859"
"Population","2022","Leitrim","Single","Male","Number","9461"
"Population","2022","Leitrim","Single","Female","Number","8398"
"Population","2022","Leitrim","Married (first marriage)","Both sexes","Number","13081"
"Population","2022","Leitrim","Married (first marriage)","Male","Number","6494"
"Population","2022","Leitrim","Married (first marriage)","Female","Number","6587"
"Population","2022","Leitrim","Re-married","Both sexes","Number","628"
"Population","2022","Leitrim","Re-married","Male","Number","330"
"Population","2022","Leitrim","Re-married","Female","Number","298"
"Population","2022","Leitrim","Registered Same-Sex Civil Partnership","Both sexes","Number","20"
"Population","2022","Leitrim","Registered Same-Sex Civil Partnership","Male","Number","7"
"Population","2022","Leitrim","Registered Same-Sex Civil Partnership","Female","Number","13"
"Population","2022","Leitrim","Separated","Both sexes","Number","843"
"Population","2022","Leitrim","Separated","Male","Number","407"
"Population","2022","Leitrim","Separated","Female","Number","436"
"Population","2022","Leitrim","Divorced","Both sexes","Number","966"
"Population","2022","Leitrim","Divorced","Male","Number","428"
"Population","2022","Leitrim","Divorced","Female","Number","538"
"Population","2022","Leitrim","Widowed","Both sexes","Number","1802"
"Population","2022","Leitrim","Widowed","Male","Number","426"
"Population","2022","Leitrim","Widowed","Female","Number","1376"
"Population","2022","Mayo","All marital status","Both sexes","Number","137970"
"Population","2022","Mayo","All marital status","Male","Number","68392"
"Population","2022","Mayo","All marital status","Female","Number","69578"
"Population","2022","Mayo","Single","Both sexes","Number","69288"
"Population","2022","Mayo","Single","Male","Number","36429"
"Population","2022","Mayo","Single","Female","Number","32859"
"Population","2022","Mayo","Married (first marriage)","Both sexes","Number","52670"
"Population","2022","Mayo","Married (first marriage)","Male","Number","26053"
"Population","2022","Mayo","Married (first marriage)","Female","Number","26617"
"Population","2022","Mayo","Re-married","Both sexes","Number","2099"
"Population","2022","Mayo","Re-married","Male","Number","1165"
"Population","2022","Mayo","Re-married","Female","Number","934"
"Population","2022","Mayo","Registered Same-Sex Civil Partnership","Both sexes","Number","63"
"Population","2022","Mayo","Registered Same-Sex Civil Partnership","Male","Number","30"
"Population","2022","Mayo","Registered Same-Sex Civil Partnership","Female","Number","33"
"Population","2022","Mayo","Separated","Both sexes","Number","3246"
"Population","2022","Mayo","Separated","Male","Number","1455"
"Population","2022","Mayo","Separated","Female","Number","1791"
"Population","2022","Mayo","Divorced","Both sexes","Number","3520"
"Population","2022","Mayo","Divorced","Male","Number","1490"
"Population","2022","Mayo","Divorced","Female","Number","2030"
"Population","2022","Mayo","Widowed","Both sexes","Number","7084"
"Population","2022","Mayo","Widowed","Male","Number","1770"
"Population","2022","Mayo","Widowed","Female","Number","5314"
"Population","2022","Roscommon","All marital status","Both sexes","Number","70259"
"Population","2022","Roscommon","All marital status","Male","Number","35170"
"Population","2022","Roscommon","All marital status","Female","Number","35089"
"Population","2022","Roscommon","Single","Both sexes","Number","35031"
"Population","2022","Roscommon","Single","Male","Number","18612"
"Population","2022","Roscommon","Single","Female","Number","16419"
"Population","2022","Roscommon","Married (first marriage)","Both sexes","Number","26904"
"Population","2022","Roscommon","Married (first marriage)","Male","Number","13414"
"Population","2022","Roscommon","Married (first marriage)","Female","Number","13490"
"Population","2022","Roscommon","Re-married","Both sexes","Number","1185"
"Population","2022","Roscommon","Re-married","Male","Number","623"
"Population","2022","Roscommon","Re-married","Female","Number","562"
"Population","2022","Roscommon","Registered Same-Sex Civil Partnership","Both sexes","Number","37"
"Population","2022","Roscommon","Registered Same-Sex Civil Partnership","Male","Number","16"
"Population","2022","Roscommon","Registered Same-Sex Civil Partnership","Female","Number","21"
"Population","2022","Roscommon","Separated","Both sexes","Number","1778"
"Population","2022","Roscommon","Separated","Male","Number","824"
"Population","2022","Roscommon","Separated","Female","Number","954"
"Population","2022","Roscommon","Divorced","Both sexes","Number","1857"
"Population","2022","Roscommon","Divorced","Male","Number","817"
"Population","2022","Roscommon","Divorced","Female","Number","1040"
"Population","2022","Roscommon","Widowed","Both sexes","Number","3467"
"Population","2022","Roscommon","Widowed","Male","Number","864"
"Population","2022","Roscommon","Widowed","Female","Number","2603"
"Population","2022","Sligo","All marital status","Both sexes","Number","70198"
"Population","2022","Sligo","All marital status","Male","Number","34529"
"Population","2022","Sligo","All marital status","Female","Number","35669"
"Population","2022","Sligo","Single","Both sexes","Number","36873"
"Population","2022","Sligo","Single","Male","Number","19004"
"Population","2022","Sligo","Single","Female","Number","17869"
"Population","2022","Sligo","Married (first marriage)","Both sexes","Number","25594"
"Population","2022","Sligo","Married (first marriage)","Male","Number","12701"
"Population","2022","Sligo","Married (first marriage)","Female","Number","12893"
"Population","2022","Sligo","Re-married","Both sexes","Number","916"
"Population","2022","Sligo","Re-married","Male","Number","519"
"Population","2022","Sligo","Re-married","Female","Number","397"
"Population","2022","Sligo","Registered Same-Sex Civil Partnership","Both sexes","Number","31"
"Population","2022","Sligo","Registered Same-Sex Civil Partnership","Male","Number","14"
"Population","2022","Sligo","Registered Same-Sex Civil Partnership","Female","Number","17"
"Population","2022","Sligo","Separated","Both sexes","Number","1707"
"Population","2022","Sligo","Separated","Male","Number","735"
"Population","2022","Sligo","Separated","Female","Number","972"
"Population","2022","Sligo","Divorced","Both sexes","Number","1763"
"Population","2022","Sligo","Divorced","Male","Number","729"
"Population","2022","Sligo","Divorced","Female","Number","1034"
"Population","2022","Sligo","Widowed","Both sexes","Number","3314"
"Population","2022","Sligo","Widowed","Male","Number","827"
"Population","2022","Sligo","Widowed","Female","Number","2487"
"Population","2022","Cavan","All marital status","Both sexes","Number","81704"
"Population","2022","Cavan","All marital status","Male","Number","41060"
"Population","2022","Cavan","All marital status","Female","Number","40644"
"Population","2022","Cavan","Single","Both sexes","Number","42564"
"Population","2022","Cavan","Single","Male","Number","22557"
"Population","2022","Cavan","Single","Female","Number","20007"
"Population","2022","Cavan","Married (first marriage)","Both sexes","Number","30417"
"Population","2022","Cavan","Married (first marriage)","Male","Number","15206"
"Population","2022","Cavan","Married (first marriage)","Female","Number","15211"
"Population","2022","Cavan","Re-married","Both sexes","Number","1248"
"Population","2022","Cavan","Re-married","Male","Number","656"
"Population","2022","Cavan","Re-married","Female","Number","592"
"Population","2022","Cavan","Registered Same-Sex Civil Partnership","Both sexes","Number","53"
"Population","2022","Cavan","Registered Same-Sex Civil Partnership","Male","Number","27"
"Population","2022","Cavan","Registered Same-Sex Civil Partnership","Female","Number","26"
"Population","2022","Cavan","Separated","Both sexes","Number","1874"
"Population","2022","Cavan","Separated","Male","Number","837"
"Population","2022","Cavan","Separated","Female","Number","1037"
"Population","2022","Cavan","Divorced","Both sexes","Number","2077"
"Population","2022","Cavan","Divorced","Male","Number","907"
"Population","2022","Cavan","Divorced","Female","Number","1170"
"Population","2022","Cavan","Widowed","Both sexes","Number","3471"
"Population","2022","Cavan","Widowed","Male","Number","870"
"Population","2022","Cavan","Widowed","Female","Number","2601"
"Population","2022","Donegal","All marital status","Both sexes","Number","167084"
"Population","2022","Donegal","All marital status","Male","Number","82795"
"Population","2022","Donegal","All marital status","Female","Number","84289"
"Population","2022","Donegal","Single","Both sexes","Number","85217"
"Population","2022","Donegal","Single","Male","Number","44475"
"Population","2022","Donegal","Single","Female","Number","40742"
"Population","2022","Donegal","Married (first marriage)","Both sexes","Number","63615"
"Population","2022","Donegal","Married (first marriage)","Male","Number","31498"
"Population","2022","Donegal","Married (first marriage)","Female","Number","32117"
"Population","2022","Donegal","Re-married","Both sexes","Number","2236"
"Population","2022","Donegal","Re-married","Male","Number","1223"
"Population","2022","Donegal","Re-married","Female","Number","1013"
"Population","2022","Donegal","Registered Same-Sex Civil Partnership","Both sexes","Number","70"
"Population","2022","Donegal","Registered Same-Sex Civil Partnership","Male","Number","35"
"Population","2022","Donegal","Registered Same-Sex Civil Partnership","Female","Number","35"
"Population","2022","Donegal","Separated","Both sexes","Number","4078"
"Population","2022","Donegal","Separated","Male","Number","1843"
"Population","2022","Donegal","Separated","Female","Number","2235"
"Population","2022","Donegal","Divorced","Both sexes","Number","4207"
"Population","2022","Donegal","Divorced","Male","Number","1767"
"Population","2022","Donegal","Divorced","Female","Number","2440"
"Population","2022","Donegal","Widowed","Both sexes","Number","7661"
"Population","2022","Donegal","Widowed","Male","Number","1954"
"Population","2022","Donegal","Widowed","Female","Number","5707"
"Population","2022","Monaghan","All marital status","Both sexes","Number","65288"
"Population","2022","Monaghan","All marital status","Male","Number","32894"
"Population","2022","Monaghan","All marital status","Female","Number","32394"
"Population","2022","Monaghan","Single","Both sexes","Number","33844"
"Population","2022","Monaghan","Single","Male","Number","18123"
"Population","2022","Monaghan","Single","Female","Number","15721"
"Population","2022","Monaghan","Married (first marriage)","Both sexes","Number","24710"
"Population","2022","Monaghan","Married (first marriage)","Male","Number","12348"
"Population","2022","Monaghan","Married (first marriage)","Female","Number","12362"
"Population","2022","Monaghan","Re-married","Both sexes","Number","653"
"Population","2022","Monaghan","Re-married","Male","Number","320"
"Population","2022","Monaghan","Re-married","Female","Number","333"
"Population","2022","Monaghan","Registered Same-Sex Civil Partnership","Both sexes","Number","21"
"Population","2022","Monaghan","Registered Same-Sex Civil Partnership","Male","Number","10"
"Population","2022","Monaghan","Registered Same-Sex Civil Partnership","Female","Number","11"
"Population","2022","Monaghan","Separated","Both sexes","Number","1518"
"Population","2022","Monaghan","Separated","Male","Number","684"
"Population","2022","Monaghan","Separated","Female","Number","834"
"Population","2022","Monaghan","Divorced","Both sexes","Number","1621"
"Population","2022","Monaghan","Divorced","Male","Number","646"
"Population","2022","Monaghan","Divorced","Female","Number","975"
"Population","2022","Monaghan","Widowed","Both sexes","Number","2921"
"Population","2022","Monaghan","Widowed","Male","Number","763"
"Population","2022","Monaghan","Widowed","Female","Number","2158"
