"Statistic Label","Year","County","Sex","UNIT","VALUE"
"Median Annual Earnings","2020","Leitrim","Female","Euro","36498"
"Median Annual Earnings","2020","Mayo","Both sexes","Euro","37625"
"Median Annual Earnings","2020","Mayo","Male","Euro","39425"
"Median Annual Earnings","2020","Mayo","Female","Euro","35858"
"Median Annual Earnings","2020","Roscommon","Both sexes","Euro","38352"
"Median Annual Earnings","2020","Roscommon","Male","Euro","40123"
"Median Annual Earnings","2020","Roscommon","Female","Euro","36372"
"Median Annual Earnings","2020","Sligo","Both sexes","Euro","39043"
"Median Annual Earnings","2020","Sligo","Male","Euro","40273"
"Median Annual Earnings","2020","Sligo","Female","Euro","38262"
"Median Annual Earnings","2020","Cavan","Both sexes","Euro","37001"
"Median Annual Earnings","2020","Cavan","Male","Euro","39038"
"Median Annual Earnings","2020","Cavan","Female","Euro","34748"
"Median Annual Earnings","2020","Donegal","Both sexes","Euro","34895"
"Median Annual Earnings","2020","Donegal","Male","Euro","35480"
"Median Annual Earnings","2020","Donegal","Female","Euro","34300"
"Median Annual Earnings","2020","Monaghan","Both sexes","Euro","33800"
"Median Annual Earnings","2020","Monaghan","Male","Euro","34532"
"Median Annual Earnings","2020","Monaghan","Female","Euro","32734"
"Median Annual Earnings","2021","All counties (1)","Both sexes","Euro","41222"
"Median Annual Earnings","2021","All counties (1)","Male","Euro","44892"
"Median Annual Earnings","2021","All counties (1)","Female","Euro","37894"
"Median Annual Earnings","2021","Carlow","Both sexes","Euro","37552"
"Median Annual Earnings","2021","Carlow","Male","Euro","40133"
"Median Annual Earnings","2021","Carlow","Female","Euro","33534"
"Median Annual Earnings","2021","Dublin","Both sexes","Euro","45386"
"Median Annual Earnings","2021","Dublin","Male","Euro","49966"
"Median Annual Earnings","2021","Dublin","Female","Euro","40943"
"Median Annual Earnings","2021","Kildare","Both sexes","Euro","43971"
"Median Annual Earnings","2021","Kildare","Male","Euro","49093"
"Median Annual Earnings","2021","Kildare","Female","Euro","39016"
"Median Annual Earnings","2021","Kilkenny","Both sexes","Euro","40083"
"Median Annual Earnings","2021","Kilkenny","Male","Euro","42598"
"Median Annual Earnings","2021","Kilkenny","Female","Euro","37746"
"Median Annual Earnings","2021","Laois","Both sexes","Euro","40022"
"Median Annual Earnings","2021","Laois","Male","Euro","42775"
"Median Annual Earnings","2021","Laois","Female","Euro","36898"
"Median Annual Earnings","2021","Longford","Both sexes","Euro","35626"
"Median Annual Earnings","2021","Longford","Male","Euro","36999"
"Median Annual Earnings","2021","Longford","Female","Euro","33971"
"Median Annual Earnings","2021","Louth","Both sexes","Euro","38571"
"Median Annual Earnings","2021","Louth","Male","Euro","41472"
"Median Annual Earnings","2021","Louth","Female","Euro","35004"
"Median Annual Earnings","2021","Meath","Both sexes","Euro","42635"
"Median Annual Earnings","2021","Meath","Male","Euro","47577"
"Median Annual Earnings","2021","Meath","Female","Euro","37930"
"Median Annual Earnings","2021","Offaly","Both sexes","Euro","38155"
"Median Annual Earnings","2021","Offaly","Male","Euro","40417"
"Median Annual Earnings","2021","Offaly","Female","Euro","35000"
"Median Annual Earnings","2021","Westmeath","Both sexes","Euro","39567"
"Median Annual Earnings","2021","Westmeath","Male","Euro","41809"
"Median Annual Earnings","2021","Westmeath","Female","Euro","36439"
"Median Annual Earnings","2021","Wexford","Both sexes","Euro","36536"
"Median Annual Earnings","2021","Wexford","Male","Euro","39014"
"Median Annual Earnings","2021","Wexford","Female","Euro","33752"
"Median Annual Earnings","2021","Wicklow","Both sexes","Euro","42191"
"Median Annual Earnings","2021","Wicklow","Male","Euro","47174"
"Median Annual Earnings","2021","Wicklow","Female","Euro","37949"
"Median Annual Earnings","2021","Clare","Both sexes","Euro","40299"
"Median Annual Earnings","2021","Clare","Male","Euro","43474"
"Median Annual Earnings","2021","Clare","Female","Euro","37083"
"Median Annual Earnings","2021","Cork","Both sexes","Euro","42000"
"Median Annual Earnings","2021","Cork","Male","Euro","47102"
"Median Annual Earnings","2021","Cork","Female","Euro","37133"
"Median Annual Earnings","2021","Kerry","Both sexes","Euro","37053"
"Median Annual Earnings","2021","Kerry","Male","Euro","40055"
"Median Annual Earnings","2021","Kerry","Female","Euro","33717"
"Median Annual Earnings","2021","Limerick","Both sexes","Euro","40307"
"Median Annual Earnings","2021","Limerick","Male","Euro","43859"
"Median Annual Earnings","2021","Limerick","Female","Euro","36617"
"Median Annual Earnings","2021","Tipperary","Both sexes","Euro","37851"
"Median Annual Earnings","2021","Tipperary","Male","Euro","40309"
"Median Annual Earnings","2021","Tipperary","Female","Euro","35000"
"Median Annual Earnings","2021","Waterford","Both sexes","Euro","39103"
"Median Annual Earnings","2021","Waterford","Male","Euro","42605"
"Median Annual Earnings","2021","Waterford","Female","Euro","35056"
"Median Annual Earnings","2021","Galway","Both sexes","Euro","40365"
"Median Annual Earnings","2021","Galway","Male","Euro","42644"
"Median Annual Earnings","2021","Galway","Female","Euro","38115"
"Median Annual Earnings","2021","Leitrim","Both sexes","Euro","37866"
"Median Annual Earnings","2021","Leitrim","Male","Euro","39143"
"Median Annual Earnings","2021","Leitrim","Female","Euro","36674"
"Median Annual Earnings","2021","Mayo","Both sexes","Euro","38051"
"Median Annual Earnings","2021","Mayo","Male","Euro","40010"
"Median Annual Earnings","2021","Mayo","Female","Euro","35895"
"Median Annual Earnings","2021","Roscommon","Both sexes","Euro","38948"
"Median Annual Earnings","2021","Roscommon","Male","Euro","40632"
"Median Annual Earnings","2021","Roscommon","Female","Euro","37017"
"Median Annual Earnings","2021","Sligo","Both sexes","Euro","38856"
"Median Annual Earnings","2021","Sligo","Male","Euro","39864"
"Median Annual Earnings","2021","Sligo","Female","Euro","37706"
"Median Annual Earnings","2021","Cavan","Both sexes","Euro","37497"
"Median Annual Earnings","2021","Cavan","Male","Euro","39788"
"Median Annual Earnings","2021","Cavan","Female","Euro","34739"
"Median Annual Earnings","2021","Donegal","Both sexes","Euro","34359"
"Median Annual Earnings","2021","Donegal","Male","Euro","34947"
"Median Annual Earnings","2021","Donegal","Female","Euro","33790"
"Median Annual Earnings","2021","Monaghan","Both sexes","Euro","35171"
"Median Annual Earnings","2021","Monaghan","Male","Euro","36332"
"Median Annual Earnings","2021","Monaghan","Female","Euro","33203"
"Median Annual Earnings","2022","All counties (1)","Both sexes","Euro","41823"
"Median Annual Earnings","2022","All counties (1)","Male","Euro","45537"
"Median Annual Earnings","2022","All counties (1)","Female","Euro","37782"
"Median Annual Earnings","2022","Carlow","Both sexes","Euro","37802"
"Median Annual Earnings","2022","Carlow","Male","Euro","40750"
"Median Annual Earnings","2022","Carlow","Female","Euro","33336"
"Median Annual Earnings","2022","Dublin","Both sexes","Euro","46136"
"Median Annual Earnings","2022","Dublin","Male","Euro","50782"
"Median Annual Earnings","2022","Dublin","Female","Euro","41585"
"Median Annual Earnings","2022","Kildare","Both sexes","Euro","45173"
"Median Annual Earnings","2022","Kildare","Male","Euro","50625"
"Median Annual Earnings","2022","Kildare","Female","Euro","39666"
"Median Annual Earnings","2022","Kilkenny","Both sexes","Euro","40015"
"Median Annual Earnings","2022","Kilkenny","Male","Euro","42794"
"Median Annual Earnings","2022","Kilkenny","Female","Euro","36942"
"Median Annual Earnings","2022","Laois","Both sexes","Euro","40294"
"Median Annual Earnings","2022","Laois","Male","Euro","43467"
"Median Annual Earnings","2022","Laois","Female","Euro","36000"
"Median Annual Earnings","2022","Longford","Both sexes","Euro","36178"
"Median Annual Earnings","2022","Longford","Male","Euro","38036"
"Median Annual Earnings","2022","Longford","Female","Euro","33493"
"Median Annual Earnings","2022","Louth","Both sexes","Euro","38682"
"Median Annual Earnings","2022","Louth","Male","Euro","41925"
"Median Annual Earnings","2022","Louth","Female","Euro","34918"
"Median Annual Earnings","2022","Meath","Both sexes","Euro","43557"
"Median Annual Earnings","2022","Meath","Male","Euro","48942"
"Median Annual Earnings","2022","Meath","Female","Euro","38001"
"Median Annual Earnings","2022","Offaly","Both sexes","Euro","38234"
"Median Annual Earnings","2022","Offaly","Male","Euro","41083"
"Median Annual Earnings","2022","Offaly","Female","Euro","34473"
"Median Annual Earnings","2022","Westmeath","Both sexes","Euro","40076"
"Median Annual Earnings","2022","Westmeath","Male","Euro","43052"
"Median Annual Earnings","2022","Westmeath","Female","Euro","36235"
"Median Annual Earnings","2022","Wexford","Both sexes","Euro","36467"
"Median Annual Earnings","2022","Wexford","Male","Euro","39302"
"Median Annual Earnings","2022","Wexford","Female","Euro","32922"
"Median Annual Earnings","2022","Wicklow","Both sexes","Euro","43140"
"Median Annual Earnings","2022","Wicklow","Male","Euro","48696"
"Median Annual Earnings","2022","Wicklow","Female","Euro","37958"
"Median Annual Earnings","2022","Clare","Both sexes","Euro","40654"
"Median Annual Earnings","2022","Clare","Male","Euro","43734"
"Median Annual Earnings","2022","Clare","Female","Euro","37210"
"Median Annual Earnings","2022","Cork","Both sexes","Euro","42763"
"Median Annual Earnings","2022","Cork","Male","Euro","48135"
"Median Annual Earnings","2022","Cork","Female","Euro","37269"
"Median Annual Earnings","2022","Kerry","Both sexes","Euro","36305"
"Median Annual Earnings","2022","Kerry","Male","Euro","39590"
"Median Annual Earnings","2022","Kerry","Female","Euro","32880"
"Median Annual Earnings","2022","Limerick","Both sexes","Euro","40719"
"Median Annual Earnings","2022","Limerick","Male","Euro","44308"
"Median Annual Earnings","2022","Limerick","Female","Euro","36876"
"Median Annual Earnings","2022","Tipperary","Both sexes","Euro","37960"
"Median Annual Earnings","2022","Tipperary","Male","Euro","40720"
"Median Annual Earnings","2022","Tipperary","Female","Euro","34630"
"Median Annual Earnings","2022","Waterford","Both sexes","Euro","39437"
"Median Annual Earnings","2022","Waterford","Male","Euro","43740"
"Median Annual Earnings","2022","Waterford","Female","Euro","34704"
"Median Annual Earnings","2022","Galway","Both sexes","Euro","40973"
"Median Annual Earnings","2022","Galway","Male","Euro","43349"
"Median Annual Earnings","2022","Galway","Female","Euro","38362"
"Median Annual Earnings","2022","Leitrim","Both sexes","Euro","37704"
"Median Annual Earnings","2022","Leitrim","Male","Euro","38841"
"Median Annual Earnings","2022","Leitrim","Female","Euro","36332"
"Median Annual Earnings","2022","Mayo","Both sexes","Euro","37748"
"Median Annual Earnings","2022","Mayo","Male","Euro","40142"
"Median Annual Earnings","2022","Mayo","Female","Euro","35141"
"Median Annual Earnings","2022","Roscommon","Both sexes","Euro","39048"
"Median Annual Earnings","2022","Roscommon","Male","Euro","40939"
"Median Annual Earnings","2022","Roscommon","Female","Euro","36447"
"Median Annual Earnings","2022","Sligo","Both sexes","Euro","39443"
"Median Annual Earnings","2022","Sligo","Male","Euro","40800"
"Median Annual Earnings","2022","Sligo","Female","Euro","37909"
"Median Annual Earnings","2022","Cavan","Both sexes","Euro","37224"
"Median Annual Earnings","2022","Cavan","Male","Euro","40121"
"Median Annual Earnings","2022","Cavan","Female","Euro","33883"
"Median Annual Earnings","2022","Donegal","Both sexes","Euro","33523"
"Median Annual Earnings","2022","Donegal","Male","Euro","34688"
"Median Annual Earnings","2022","Donegal","Female","Euro","32059"
"Median Annual Earnings","2022","Monaghan","Both sexes","Euro","34707"
"Median Annual Earnings","2022","Monaghan","Male","Euro","36401"
"Median Annual Earnings","2022","Monaghan","Female","Euro","32083"
